hack_license,total_idle_time
008BE4F3FF93935048998BB183D27263,271800
00B442110FA2D04A167DB0C9E7C73545,5400060
00C2CDB494E2163E6B83204FE5AAE516,2716173
00C3B1B5D299FE5430D056B6C2EB6529,1310760
015FC1F2BAF7CB369083E0EE81201D5B,2759880
01CA03E623382DA9479D702480CC2A75,3462760
01D771BD290991D508C6DAA340B3CA31,2541120
0208377F3D317603E171D85039F4C74D,3870240
024D828EBC471E86691170A526C5CC71,12720
0281463F88AB47665942FD971277DC0E,3244980
02A853A51E94D7BDE27D693969F2338D,3084096
02C9A203526E33DB0FEBD4BD28AE67D7,3827696
0497BF4359A27160612B0A75A3A20F58,758907
04B56786E7D9569CC122D9E8A2BC6E25,2998020
04C92F4FC7F3B94171E3BFA08EF91136,3058677
05645F3FFD53A3BCCFE49B7125977526,494190
05764C548106FBF2F486241582D73572,3938220
057B4F99B4529CD6A0FAA83FC1F587EE,1714680
05C1A5B5D5F3E76D20DC352767161D67,1813811
05DD00A817549048E51844A107CFA1B7,3605295
0637CD11FFB7B96F46D1425205300CDB,166256
065E6620DA6B4673494DD3CE210EC35E,1580880
066F4ED310B3E439F7B8CBB233E1517B,6193020
06768ABA6DE3B6D5F78032B7A927C24A,4613280
06A9DC4EF715633C4DE8B8A7F2DAB1AD,3336170
06EC716B145648B06EC1E9CCC42E7CB6,16187
077CBD2CF13326BC672B488DDEBFDA4F,2818803
078DE8DBA5AE8A903B3F45544F969F30,4172310
0836693C9FDF89D24BE567C94CEF9795,3093960
08763636D5EEAB210D7C81741420BBFF,2657006
08AE51DD9FC1660E1994F1C3388F1614,2276782
08E1CEA4851C1A6BC150CD26D6D42C00,4416600
08E7B5087F1737956AD5412C58979623,3924974
098257EF69E7D703B96A32B5C881FD34,3125024
09B4DFCA79F13980F6453C0F0A9D933F,2453786
09C73DDAB89765CC69321E566BC1120C,3387540
0A208A8AE8CE79E2FAF66E5F011A0150,3694558
0A39D10429A45270608E16D27F5A6A88,2919180
0A4B05E04F9A77A4B3FE364503E0F47E,2906580
0A933806F894CA56104421B5A309D5FC,3675480
0AF59DEA2BFAC695794E36EEC11B7A15,5399460
0B929E061A9EC5E0B9C8BA8A23450989,2714520
0BDB8665502A21FE455E8DD0EB7938E7,3710520
0C287FF26BAB87EC70D7B750DC2B9315,4322826
0C5BF487E452B747A3277B88B83463D5,3270240
0E971280571F061EDFA53CAC50669858,2833560
0EFA610A83BB01AEAA4525D981821666,5146073
0F50307905C367477F39DC292CD68A0B,2198042
0F7C2552108BB440CB25E419E8A870AF,825430
0FA77CD93FD9F2720425E9D3F9B97BBD,2362926
0FB190339E7BA5797762A8252B6177F6,5710149
1025A9AC3E99D2CBDBE3279105F5B7FF,3566356
11EB9613B663752F06EC79FFD2358FE7,3700996
120622B727D2DBF792B7784C75D993F1,1769206
120C04CECDDF66AEEFAB29D18CFBE7B9,492038
121F314AB60A15AE4FD7500788FEC63A,3077878
125183897C59756080762BDE14876F19,224324
12EB3D36BD5C050A8234FE799533EFB6,398346
13FBCF6F4AFFF942E23090C32181CF51,1841460
14BD3DF5B9EF9711ABAEF40A69859B21,3455040
14FAF868BAA670F06AED1B85D243CA4E,3486060
157A151E6246990892B7DF8F6CB63FFD,4861805
157FD16AC982398D08300A27B61E2E7B,204420
15A7721285C05BB5050559051F033289,191597
15B711EFF97FB99BE14C7A2387892867,4128958
15E0F5C67B87B751E377B4DBB3C1DC74,4742024
15E9A1248CB38DBD9931D0A9DE32EA24,3971749
15F07E2A097F70FF344185B0FED26465,3732540
1603132156F27D3030EDBACF515A25DB,3838380
160591F6CD2E002B84AFD888A1F0F637,664125
164B133FF8E8A8C7AE323DB990B37ADF,4468620
16ED897D7B54B1B0EE945D69E6FDC5C1,4804080
16FD6B55EE360DF56D77C1E4604E0309,1264634
174C3BCFCFC0861DA45F8597F37DBB57,4894364
178BDB7879516E8F8C42DBFCB0DACAEB,4886049
17B9008BCA261A7DC330264681D48B6F,3804397
17DC08EFFDDE62560671E5ACC9201743,4451700
187AA762F108A3DDBFCE0F966A9B4FAC,728040
1904E5FC280CE5D60E2EDB6CCE8F7A2F,1916742
19072B111FAF62084B4B651316A95E41,3545623
1989840D1E6C3EB633F84C336918472C,3098504
199EF0B78F3EDA371C7C731F292EA8BC,4286700
19A5F78850CE9B2D15C1DB80B3984CF7,1001829
19AF77AA11BBAE072622F85339D69765,177444
19DEDD00E93DA090E3C2713865BF1848,4445451
