hack_license,total_idle_time
0023F3BF32C268EAFDF2C82CB3CECF8E,2194869
004B01C34C9C43A30A4D83C4DCCE7AF9,4003806
0078BA33E03313B58559834168E7495F,2181480
00A45E35F8C4E7B83F9CCF7877BBB137,336536
00CAB99F48AB017F9D490E171D0C67D8,4470540
00EA30489B89E83B45E005BB20CEFFD2,1597089
00FA6E207987662AE8FFD4A3D33DF5C1,287563
00FF16F6AC821D2000409A6F6EBF9736,1983233
010BDF76921D5A266B8F8AC7CDECE8F4,4307880
011EDCD6D636C9F1B0D9AD291AEECC37,1239780
01441A2AA4A58C70DDD2C565C26655DB,3206620
016D21C65CC580F482F40205AC3E3971,4208383
016DEE0857F61F39FB37F47765F007EF,4114020
017AB38EBB3E9677360B4C0A609071FF,846180
018A90E56670CA555B5BB07DBC420C43,4053491
01E50BFB9D7A5391DB9D366CD45130BA,6306690
02449554139E68DED258BC4FCE7547B0,5718409
027791294DBC65B23F153F6CF6E65265,943791
02809483B866FF8C80E2D5D64DDA1600,3909540
02853FC174CD6074655CC07B659B3494,2375760
034FD1FFCF32FD9D8571784FB6755C54,6230545
0354C6EA946156B2FB527861532CD738,2949154
03AA2C29CBB0575DC6444900D590BDFC,3534245
03AD3D54D61E6212A33C330C575A7AB6,5834280
04056A4AF680327F01DFEDE7147AA665,3419348
042C370CFB95342FCAB42E03F7593BAF,8272652
0445A68C5B84ECCF0EECA12C42B9EB95,2737144
04AA475091B28525329ECBE01B015FAE,100250
04BA5A682734C12B0B62268930C6CEEE,4891202
04F609FB4F46E922E2061F419D5E4572,1567452
0582729175E89B8D3DFF4B0F031A29EA,17059
05892E995582851949653A493E896E58,3939448
05DC7413AF46F363D5CB804C8877C902,4507140
068597B1AE273F847DC0B6A30CB7F1AB,150480
06C1CD819D540B2B5873A09271A5AFE7,2684640
079EBA6BAA38B2CF4912353C10F24C13,5523480
0876AD00A51A5FD712DF1D7EBFDF98E0,2740140
087CA444D08A3A01297B465F0970C777,4323660
0891492DFBF798C6ED58559E0CCD1FD2,4576020
092B78320C346E90F837C86AB80E11C8,3936240
09FC7E0F87975BBCA355F27038955F15,553785
0A4319D7BFC70CC4C0E339A58C468722,894564
0AAD3084B2A8BA1E0C101DA6B53F3B14,4837620
0AD4E678D08C3BF876391DFB0BDA793F,4542475
0B2BEA20A86B22710227BE8B88C11D8A,2235420
0B59AE1B2223D187B6F8E5DDD4425E20,2471400
0B6B1A2A89C77F3DB7C969E8BE0BB84C,3392643
0B8E6576DA8BB932C48450263768990A,15335
0D61304FB9E9E7CF6781EA04D1B1C30B,4646760
0DD3283E81DE2424DF3491598CC50517,4997520
0DF1F4D1379FD6D8D9267587AD0A1D33,736020
